,name,artist,album,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,spotify_id,release_date_year,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8,genre9,genre10,10,11,12,genres_together,artist_id,artist_followers,artist_popularity
243,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,UN DIA (ONE DAY) (Feat. Tainy),2020-07-24,0.23626919914650088,0.94,0.00536,0.571,0.693,0.0,0.173,0.823101495181596,0.0584763948497854,0.393,0.8125872774274601,4,0EhpEsp4L0oRGM0vmeaN5e,2020,latin,reggaeton,reggaeton colombiano,,,,,,,,,,,"latin,reggaeton,reggaeton colombiano",1vyhD5VmyZ7KMfW5gqLgo5,22328520,97
244,Dance Monkey,Tones And I,Dance Monkey,2019-05-10,0.2045393967684933,0.71,0.688,0.825,0.593,0.000161,0.17,0.8723055861272916,0.10600858369098712,0.54,0.47390978715179627,4,1rgnBhdG2JDFTbYkYRZAku,2019,australian pop,pop,,,,,,,,,,,,"australian pop,pop",2NjfBq1NflQcKSeiDooVjY,2015820,83
245,Belleza True,Rolando Fino,Belleza True,2020-07-24,0.15942466375491657,0.22,0.182,0.791,0.659,1.27e-06,0.113,0.8615145088986123,0.18991416309012873,0.635,0.39625039259742456,4,7f6s4BoafmTgSqWLOTPAXD,2020,rap chileno,,,,,,,,,,,,,rap chileno,0nWQFQ4H6oSqPvxWubRaIQ,1905,32
246,La Curiosidad,Jay Wheeler,Platonicos,2020-06-12,0.2176465030088241,0.93,0.269,0.845,0.677,0.000917,0.108,0.9153356776635437,0.1459227467811159,0.68,0.43493996279384406,4,4HYDUMY0xSpeBr0AMY9cUz,2020,latin,,,,,,,,,,,,,latin,2cPqdH7XMvwaBJEVjheH8g,238450,83
247,Si Mañana No Hay Mañana,Ignacio Val,Si Mañana No Hay Mañana,2020-08-28,0.252014932003537,0.39,0.156,0.599,0.772,0.0,0.102,0.9200332859098597,0.047532188841201715,0.523,0.7141600831098548,4,6g7bHdSEArJ1aCfXeuEdgj,2020,bolivian rock,,,,,,,,,,,,,bolivian rock,2VEYnqfdlSpPemYF3Ddwur,307,28
248,Bajalo,Nuevo Hit El Artista,Bajalo,2020-07-10,0.14148172070609705,0.28,0.0807,0.618,0.754,0.0152,0.312,0.883875124151075,0.1427038626609442,0.743,0.9279940083593051,4,255hnnIefOVdfwUVlMi0tu,2020,,,,,,,,,,,,,,,4HhrIr7dkfVMS8xpP3B6WY,19,16
249,4K,El Alfa,4K,2020-03-12,0.19289897769084208,0.8,0.357,0.925,0.9,0.00595,0.124,0.9270662765414867,0.15450643776824033,0.804,0.5799859872919234,4,4xI3U4sDj1TPmO9Iz5TkYp,2020,dembow,latin,rap dominicano,reggaeton,tropical,,,,,,,,,"dembow,latin,rap dominicano,reggaeton,tropical",2oQX8QiMXOyuqbcZEFsZfm,1144554,83
250,Singapur,El Alfa,El Androide,2020-05-15,0.1603314712987656,0.84,0.0522,0.853,0.909,0.0223,0.129,0.97774675865031,0.24570815450643776,0.803,0.5459496025706071,4,4QfZYDhGZc0T2RDvGiI69E,2020,dembow,latin,rap dominicano,reggaeton,tropical,,,,,,,,,"dembow,latin,rap dominicano,reggaeton,tropical",2oQX8QiMXOyuqbcZEFsZfm,1144554,83
251,Quemala,Omarlin el Patry,Quemala,2020-08-28,0.12020206436218148,0.38,0.298,0.869,0.711,0.032,0.468,0.9523528306445119,0.15128755364806865,0.515,0.5796429175424609,4,4nQhHyGfQoJoQwpRG6PJvI,2020,,,,,,,,,,,,,,,18ClKZWFv0y05Ij7OMQx7L,61,39
252,A Mi Me Gusta - Remix,Omarlin el Patry,A Mi Me Gusta (Remix),2020-07-10,0.2372338280111863,0.51,0.00961,0.898,0.773,0.00012,0.0856,0.8523608836872199,0.2585836909871244,0.858,0.5653354593993862,4,79meZYmabMVckJLbvttYnM,2020,,,,,,,,,,,,,,,18ClKZWFv0y05Ij7OMQx7L,61,39
253,La Jeepeta - Remix,Nio Garcia,La Jeepeta (Remix),2020-04-24,0.39561206688657574,0.91,0.3,0.815,0.715,4.83e-06,0.091,0.9193085120661423,0.22210300429184546,0.786,0.8504602449807929,4,1mohfLaTJtB2RplHLQVM70,2020,latin,reggaeton,,,,,,,,,,,,"latin,reggaeton",5hdhHgpxyniooUiQVaPxQ0,1295160,84
254,Gitana,Leon Leiden,Gitana,2020-08-07,0.24343340182574347,0.73,0.271,0.748,0.568,1.89e-06,0.123,0.7983518105924355,0.31223175965665234,0.884,0.8695610156797371,4,4Jg49z7NSRbWaKm3h1w0Dk,2020,mexican edm,,,,,,,,,,,,,mexican edm,1h3ucVy2E3Feh5LGO7agfW,46028,61
255,Mi Cuarto,Jerry Di,DI LETRA,2020-04-03,0.1873791569651422,0.88,0.819,0.854,0.525,0.0,0.146,0.9253214506214263,0.22961373390557938,0.63,0.46896185161025344,4,6fmQjRuo7XvRFCK2qex5hQ,2020,cubaton,pop venezolano,reggaeton flow,,,,,,,,,,,"cubaton,pop venezolano,reggaeton flow",7f02bxFbZIOVdSbYRNYvLT,49670,76
256,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,"Agua (with J Balvin) [Music From ""Sponge On The Run"" Movie]",2020-07-09,0.13147299109692687,0.92,0.162,0.76,0.658,0.0,0.195,0.9025313397578718,0.29506437768240346,0.565,0.4841728878258558,4,1pqnQ41XbfKjaFu6M0eGJp,2020,latin,latin pop,pop reggaeton,reggaeton,tropical,,,,,,,,,"latin,latin pop,pop reggaeton,reggaeton,tropical",0GM7qgcRCORpGnfcN2tCiB,149312,87
257,Como Tu,AYASH,Como Tu,2020-08-07,0.2007908828469526,0.33,0.00762,0.724,0.821,2e-05,0.121,0.9539097522347194,0.06416309012875536,0.442,0.4492619168418255,4,0LUPmxvRDvlNh6WQMhqoDq,2020,,,,,,,,,,,,,,,0Hd2tz9kkLEBgr2j9zJygG,16,20
258,Hawái,Maluma,Hawái,2020-07-29,0.19106138790913874,0.96,0.189,0.787,0.728,2.29e-05,0.0629,0.9513864655195555,0.41738197424892703,0.545,0.8700732043197796,4,4uoR6qeWeuL4Qeu2qJzkuG,2020,reggaeton,reggaeton colombiano,,,,,,,,,,,,"reggaeton,reggaeton colombiano",1r4hJ1h58CWwUQe3MxPuau,20685205,94
259,Ponte Pa Mi,JD T3r,Ponte Pa Mi,2020-08-28,0.1667905359190276,0.36,0.181,0.888,0.556,1.14e-05,0.305,0.8571658658363085,0.3787553648068669,0.68,0.3964001836147955,4,523eUVy1QXCUVTHtfgOofP,2020,,,,,,,,,,,,,,,2WTCWrOvXD29VVdzsZL0RY,254,23
260,La Marea,Valdo Rodriguez,La Marea,2020-08-21,0.22956615675783162,0.31,0.126,0.605,0.434,4.02e-06,0.0746,0.7117816014817598,0.031223175965665234,0.365,0.4638786209562465,4,4W3X2WFDnLlya1pgsRn2dz,2020,indie triste,,,,,,,,,,,,,indie triste,4h949lAuNvDdg5UKXPA6x4,3123,31
261,Tak Tiki Tak,Harry Nach,Tak Tiki Tak,2019-07-05,0.20827944903332624,0.53,0.335,0.802,0.579,0.000311,0.173,0.915818860226022,0.09324034334763949,0.234,0.4831581744823754,4,0aCTSZQTlmnjQucALTF00s,2019,trap chileno,,,,,,,,,,,,,trap chileno,0NnUMWDCDi1snuMja6IdxH,59987,75
262,Que Bien Que Salimos De Esto,Fehr Rivas,Que Bien Que Salimos De Esto,2020-08-07,0.21530121382465472,0.39,0.0103,0.608,0.79,0.0,0.116,0.9022360615252462,0.028218884120171674,0.511,0.7150733251189871,4,3bUmVyoALWhDNsgmlKCvGF,2020,,,,,,,,,,,,,,,37U8NRF583ABrv1mlYcxce,652,31
263,El Lujo de Soñar,Fehr Rivas,El Lujo de Soñar,2020-02-07,0.29082855132206337,0.35,0.015,0.557,0.822,0.0,0.0887,0.9121413040560491,0.034012875536480684,0.389,0.4828344326061221,4,2aC9bnF0CTjp6aze7Pe3tT,2020,,,,,,,,,,,,,,,37U8NRF583ABrv1mlYcxce,652,31
264,Dream Girl - Remix,Ir Sais,Dream Girl (Remix),2019-12-06,0.18013879937552973,0.84,0.216,0.767,0.643,0.000104,0.0806,0.9038735135425334,0.10836909871244635,0.536,0.8213862917059264,4,099tjv6oy2opbpCOA3nBwX,2019,basshall,dutch trap pop,ritmo kombina,,,,,,,,,,,"basshall,dutch trap pop,ritmo kombina",4NEThNYJ3WyNcJWcmpjq88,47887,74
265,No Bailes Sola,Danna Paola,No Bailes Sola,2020-07-17,0.16379934027283202,0.83,0.208,0.598,0.734,0.0,0.272,0.9372399538292218,0.12446351931330472,0.621,0.8691986180570654,4,1GNSWpe2SB30zYGbNTD96b,2020,latin,latin pop,latin viral pop,mexican pop,,,,,,,,,,"latin,latin pop,latin viral pop,mexican pop",5xSx2FM8mQnrfgM1QsHniB,1496849,81
266,Intro,Pinky Notes,Intro,2020-08-11,0.11637739553027088,0.41,0.171,0.746,0.628,0.0,0.0972,0.8347784071081523,0.5450643776824035,0.476,0.3181464569592423,3,5lgtQ8ryMYMh62JHo3DHa5,2020,,,,,,,,,,,,,,,5tJjXLjHuvU3byhZsSw5cR,472,28
267,Mamichula - con Nicki Nicole,Trueno,Atrevido,2020-07-23,0.21786227525487215,0.9,0.582,0.696,0.678,2.22e-06,0.134,0.8859420717794539,0.078862660944206,0.346,0.44446860428595586,4,4pXW6ZAHBz7ODXTRKklWrM,2020,argentine hip hop,trap argentino,,,,,,,,,,,,"argentine hip hop,trap argentino",2x7PC78TmgqpEIjaGAZ0Oz,1311410,82
268,Djadja (feat. Maluma) - Remix,Aya Nakamura,Djadja (feat. Maluma) [Remix],2020-06-12,0.14403291020348874,0.91,0.175,0.791,0.682,0.0,0.0926,0.847421684159665,0.16952789699570814,0.672,0.47368268464158875,4,6AzKhCHOms83jvNVLsz0Bt,2020,basshall,,,,,,,,,,,,,basshall,7IlRNXHjoOCgEAWN5qYksg,2164438,83
269,Sola,Valenciz,Sola,2020-09-04,0.09488196694030725,0.25,0.296,0.809,0.718,7.03e-05,0.0903,0.8889216975814027,0.12124463519313304,0.794,0.4832596458167234,4,2ErJN4sOiStNukIR1yl1me,2020,,,,,,,,,,,,,,,0Tlk3hpOEwFwyZSIV1RfXN,5511,16
270,Ella - Remix De Ellas,Pitizion,Ella (Remix De Ellas),2020-08-14,0.17782735681819142,0.7,0.21,0.712,0.682,0.0,0.0916,0.9247845811075618,0.26824034334763946,0.817,0.43389625764054984,4,6xvsaD0vPI2tU9gaF2e4j2,2020,latin pop,reggaeton colombiano,,,,,,,,,,,,"latin pop,reggaeton colombiano",0GWdY55YF6xzN5L1A0X8nq,40497,65
271,Flexin',Lit Killah,Flexin',2020-06-11,0.16170790078989566,0.81,0.191,0.84,0.488,0.0,0.103,0.8788822376721338,0.07339055793991416,0.85,0.47345558213138117,4,0hwEhPxCBLKiqeBMZavGAv,2020,argentine hip hop,trap argentino,trap triste,,,,,,,,,,,"argentine hip hop,trap argentino,trap triste",1vqR17Iv8VFdzure1TAXEq,1614722,71
272,Crush,Gambarrotti,Crush,2020-08-14,0.15323073104483126,0.37,0.245,0.71,0.824,0.0,0.272,0.8482806753818484,0.07317596566523604,0.598,0.43490613901572805,4,1q6DEUomsDgp951t4UFjXD,2020,,,,,,,,,,,,,,,38jsZdubLXCgozMNkJDOAn,32,24
273,Laxed - Siren Beat,Jawsh 685,Laxed (Siren Beat),2020-04-24,0.19387065793611732,0.4,0.0113,0.739,0.529,0.693,0.334,0.809491853005127,0.0956008583690987,0.91,0.7248145732163996,4,47CK1SBOe7VR65GEmZmPjk,2020,nz pop,,,,,,,,,,,,,nz pop,56mfhUDKa1vec6rSLZV5Eg,39479,85
274,Switch It,Ambroz,Switch It,2020-08-07,0.18565438927287573,0.32,0.0656,0.767,0.557,0.313,0.244,0.7340079993557566,0.036802575107296134,0.0367,0.5315261771882775,4,49RH7UsKuSPmS0jK5LBwF7,2020,,,,,,,,,,,,,,,2u5mlZ1WBUEQOdxKTzPuLl,158,19
275,Crazy,Daniela Andrade,"Covers, Vol. 2",2016-05-16,0.2500151604682681,0.33,0.237,0.707,0.336,0.000984,0.116,0.793224706735028,0.03283261802575107,0.159,0.4744461356333502,4,2xvNOftzz4VMyscM40yY35,2016,folk-pop,,,,,,,,,,,,,folk-pop,0WfaItAbs4vlgIA1cuqGtJ,330558,65
276,Such a Whore (Stellular Remix),Jvla,Such a Whore (Stellular Remix),2020-06-03,0.1169386854252194,0.81,0.00391,0.624,0.614,0.0278,0.187,0.9323275977773602,0.04806866952789699,0.139,0.8159889831122706,4,6A25J9As7towpxovYryAWr,2020,viral rap,,,,,,,,,,,,,viral rap,24D8gx0257CDd1HAuqNuHu,14450,69
277,Respeto,MUELEEZY,Black Box,2020-03-20,0.2030050163521516,0.35,0.023,0.878,0.559,0.0,0.0623,0.870721821061391,0.30901287553648066,0.453,0.7246889420405402,4,3MKpRpb5TUo12YnajD9X8G,2020,,,,,,,,,,,,,,,1sRE0zvrhpeQO9eEXLgByG,146,24
278,Золото - Rakurs & Ramirez Remix,KARTASHOW,Золото (Rakurs & Ramirez Remix),2019-06-18,0.17894852633197053,0.65,0.043,0.858,0.896,0.00116,0.318,0.9638418382412154,0.11802575107296137,0.765,0.5991930612935179,4,3qxnEVVn4Qwr8ic5H3H8Ep,2019,russian dance,russian dance pop,russian hip hop,,,,,,,,,,,"russian dance,russian dance pop,russian hip hop",5Pb1bpHrkEzhNZJgxYKmwX,36906,54
279,Maria,Hwa Sa,Maria,2020-06-30,0.18940995457500623,0.58,0.238,0.667,0.745,2.06e-06,0.255,0.9646739859877056,0.06663090128755365,0.482,0.6231886158826798,4,2kqnQCChvRpDRAasIwc4Rh,2020,k-pop,,,,,,,,,,,,,k-pop,7bmYpVgQub656uNTu6qGNQ,772139,74
280,Stunnin',Curtis Waters,Stunnin',2020-05-19,0.11182643449761029,0.54,0.329,0.906,0.604,0.0,0.255,0.8204708345636592,0.08004291845493562,0.899,0.4831775023555845,4,2LUdpPCiiza6UQugipjMeS,2020,indie r&b,,,,,,,,,,,,,indie r&b,2JbE7jUIGtpXSzytnyMg6U,38401,75
281,WAP (feat. Megan Thee Stallion),Cardi B,WAP (feat. Megan Thee Stallion),2020-08-07,0.1732129333602226,1.0,0.0194,0.935,0.454,0.0,0.0824,0.8425630150591898,0.4023605150214592,0.357,0.6430045178903626,4,4Oun2ylbjFKMPTiaSbbCih,2020,pop,pop rap,rap,,,,,,,,,,,"pop,pop rap,rap",4kYSro6naA4h99UJvo89HB,12498756,92
282,I See Red,Everybody Loves an Outlaw,I See Red,2018-10-31,0.23395634631304463,0.8,0.00713,0.509,0.448,0.0137,0.244,0.8414087456043808,0.03830472103004292,0.221,0.7581793143436978,3,5MAK1nd8R6PWnle1Q1WJvh,2018,modern blues rock,,,,,,,,,,,,,modern blues rock,5RCWMaArEntbkeWYVxCiFW,17425,68
283,Desce Pro Play (PA PA PA),Mc Zaac,Desce Pro Play (PA PA PA),2020-06-26,0.14636973773095036,0.85,0.0769,0.935,0.71,1.92e-06,0.173,0.907631600139586,0.16952789699570814,0.635,0.48324031794351424,4,4zGtfOglDBfVUypabBwIjQ,2020,funk carioca,funk pop,,,,,,,,,,,,"funk carioca,funk pop",76Xa625geVw0Q7BdyxNjA2,1410675,76
284,Mariposa,Peach Tree Rascals,Mariposa,2019-08-28,0.20488632469351173,0.86,0.617,0.676,0.525,0.0,0.356,0.8862910369634659,0.030042918454935622,0.421,0.541233601507574,4,4ja2gzrNh9VNigzoXfmbwD,2019,alternative r&b,indie r&b,pop,,,,,,,,,,,"alternative r&b,indie r&b,pop",0imE3buPhAowREqCrr4CYe,113379,74
285,Toco Toco To,Dixson Waz,Toco Toco To,2018-09-22,0.16557487790534509,0.66,0.0825,0.876,0.898,0.041,0.131,0.9611038037205057,0.06437768240343347,0.962,0.5606774419559807,4,3JNYsAbOnTg1VhJEHYnrWm,2018,dembow,,,,,,,,,,,,,dembow,0ojgcvasAUtJXXV8ddYQNt,6785,54
286,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,Banana (feat. Shaggy) [DJ FLe - Minisiren Remix],2020-05-15,0.205348895260203,0.85,0.016,0.824,0.854,4.95e-05,0.117,0.9015381311572223,0.18991416309012873,0.896,0.45958783310381485,4,0dZpw3h6KZhcHec61qwevZ,2020,jawaiian,,,,,,,,,,,,,jawaiian,7vPGzgDg3qGUY5bWtrO3K4,58910,73
287,Dame Luz,Quimico Ultra Mega,Dame Luz,2020-02-14,0.23510572134918295,0.7,0.593,0.773,0.53,8.11e-06,0.0833,0.8979142619386357,0.3787553648068669,0.695,0.4055567635476311,4,2Lswe1AlTuCJYEGOEgBo1h,2020,dembow,dominican pop,flamenco urbano,rap dominicano,trap dominicano,,,,,,,,,"dembow,dominican pop,flamenco urbano,rap dominicano,trap dominicano",3tZdknQnzsVIIdaGCTj4RX,132760,65
288,Lost In The Wild - From the Netflix film The Kissing Booth 2,WALK THE MOON,What If Nothing,2017-11-10,0.24149709271578282,0.77,0.007,0.483,0.77,0.0,0.182,0.9145035299170536,0.054935622317596564,0.386,0.6426131284578772,4,0M1A9wInEHilyWkh4I8tWo,2017,indie pop,indie poptimism,modern alternative rock,modern rock,pop rock,rock,,,,,,,,"indie pop,indie poptimism,modern alternative rock,modern rock,pop rock,rock",6DIS6PRrLS3wbnZsf7vYic,1653891,74
289,Tú,Carin Leon,Encerrados Pero Enfiestados (Live Vol. 1),2020-05-22,0.25584101111156554,0.79,0.382,0.669,0.476,9.85e-06,0.21,0.8660242128150754,0.042381974248927035,0.905,0.6949626730448647,4,1nLs8r6K4YN0avBwUmmTnr,2020,nuevo regional mexicano,,,,,,,,,,,,,nuevo regional mexicano,66ihevNkSYNzRAl44dx6jJ,751819,80
290,Qué Maldición,Banda MS de Sergio Lizárraga,Qué Maldición,2020-05-01,0.1955220912702498,0.77,0.213,0.755,0.531,0.0,0.13,0.8280138512334576,0.21030042918454936,0.683,0.8598535913604406,4,2RxC2peY3FtrurYmbbmanr,2020,banda,norteno,regional mexican,,,,,,,,,,,"banda,norteno,regional mexican",2C6i0I5RiGzDKN9IAF8reh,9203311,83
291,Elegí (feat. Dímelo Flow),Rauw Alejandro,Elegí (feat. Dímelo Flow),2020-03-26,0.18756954424106695,0.88,0.237,0.824,0.631,0.000116,0.0531,0.9692105333798621,0.08680257510729614,0.678,0.8309294291029451,4,50ZC4PM7hywH27RcCfViau,2020,puerto rican pop,,,,,,,,,,,,,puerto rican pop,1mcTU81TzQhprhouKaTkpq,2092097,92
292,ily (i love you baby) (feat. Emilee),Surf Mesa,ily (i love you baby) (feat. Emilee),2019-11-26,0.1577069474432399,0.92,0.0686,0.674,0.774,0.00188,0.393,0.8410060934689824,0.09570815450643777,0.33,0.5414220482713633,4,62aP9fBQKYKxi7PDXwcUAS,2019,tropical house,,,,,,,,,,,,,tropical house,1lmU3giNF3CSbkVSQmLpHQ,86316,80
293,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",Super Yei,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",2017-03-31,0.2761687310758573,0.87,0.111,0.863,0.669,0.0,0.0569,0.8843583067135533,0.3025751072961373,0.947,0.7927423836099635,4,5DoLhdU27owX1NMrKLUbUl,2017,latin,reggaeton,reggaeton flow,,,,,,,,,,,"latin,reggaeton,reggaeton flow",6HqgxkTt9KGyt27zYrwVan,182479,77
294,TKN (feat. Travis Scott),ROSALÍA,TKN (feat. Travis Scott),2020-05-28,0.09117576130230538,0.9,0.192,0.776,0.509,1.49e-06,0.115,0.8759294553458782,0.5010729613733905,0.485,0.4572684883187166,4,4w47S36wQGBhGg073q3nt7,2020,r&b en espanol,,,,,,,,,,,,,r&b en espanol,7ltDVBr6mKbRvohxheJ9h1,3959183,84
295,death bed (coffee for your head),Powfu,death bed (coffee for your head),2020-02-08,0.15317573027623077,0.93,0.731,0.726,0.431,0.0,0.696,0.8088476095884894,0.14484978540772533,0.348,0.6959290667053224,4,7eJMfftS33KTjuF7lTsMCx,2020,sad rap,,,,,,,,,,,,,sad rap,6bmlMHgSheBauioMgKv2tn,552263,83
296,Drifter Song,Drunksouls,Just Before Chaos,2013-12-26,0.1707378987732008,0.26,0.0112,0.87,0.738,0.182,0.0792,0.7363433817410677,0.08208154506437768,0.685,0.5317532796984852,4,3cGU5c2ksV5OhIXf1uQPQJ,2013,commons,,,,,,,,,,,,,commons,6oDrHUJd9RCQjcAbfJiBeW,18119,38
297,Revolution,Drunksouls,Revolution,2011-10-11,0.2952004072877429,0.24,0.358,0.636,0.689,2.59e-06,0.631,0.819638686817169,0.2392703862660944,0.739,0.8697977821265491,4,47eog7Kvhzp7cBstbwPi9C,2011,commons,,,,,,,,,,,,,commons,6oDrHUJd9RCQjcAbfJiBeW,18119,38
298,Supermarket,Drunksouls,Revolution,2011-10-11,0.12434968642510517,0.09,0.0945,0.807,0.728,0.00536,0.0446,0.802673610179046,0.10643776824034334,0.879,0.657142857142857,4,1qPaJWtP306UAP30jO7YmP,2011,commons,,,,,,,,,,,,,commons,6oDrHUJd9RCQjcAbfJiBeW,18119,38
299,The Fall,Drunksouls,Revolution,2011-10-11,0.34254760739605206,0.08,0.25,0.768,0.455,0.216,0.32,0.768877674281266,0.16416309012875535,0.568,0.386591287961151,4,4vjCt0npE3rdREo1icrv6T,2011,commons,,,,,,,,,,,,,commons,6oDrHUJd9RCQjcAbfJiBeW,18119,38
300,Uniform,Drunksouls,Revolution,2011-10-11,0.27776939446974325,0.13,0.0244,0.724,0.666,0.633,0.246,0.7796419080342522,0.0890557939914163,0.56,0.5799908192602256,4,0SSHv3t32X9J0bsknBwLJd,2011,commons,,,,,,,,,,,,,commons,6oDrHUJd9RCQjcAbfJiBeW,18119,38
301,Human Race,Drunksouls,Revolution,2011-10-11,0.3675193666167899,0.22,0.177,0.819,0.394,0.00508,0.064,0.7547848495423187,0.047103004291845496,0.635,0.5024087361986905,4,77gz7TjrewolWJ0CEw63Vv,2011,commons,,,,,,,,,,,,,commons,6oDrHUJd9RCQjcAbfJiBeW,18119,38
302,Moonshine,Jaqee,Land of the Free,2009,0.19110228591655962,0.29,0.0792,0.921,0.628,0.000185,0.0879,0.8562263441870452,0.055257510729613726,0.906,0.618477446787949,4,0mhnlvWKMqL5GGuwNkknL3,2009,swedish reggae,swedish soul,,,,,,,,,,,,"swedish reggae,swedish soul",31JCx1UPkfVSDBMVr1UQOR,6568,33
303,Time Is Time,Zoe Valderrama,Nothing,2018-12-07,0.16613052669582176,0.15,0.551,0.764,0.253,0.0041,0.0364,0.6714895444662174,0.04002145922746781,0.534,0.5566185885820588,4,35HUWxnKRvMSk1rjlpgbpr,2018,musica menorquina,,,,,,,,,,,,,musica menorquina,1M5dnWOPIs9XhottcjQW3w,136,7
304,All I Want,Dafuniks,Bone Jacked & Buggin Out,2009-07-19,0.24751333063500502,0.44,0.369,0.708,0.79,0.0117,0.287,0.7960432716828174,0.19957081545064376,0.82,0.4447826822256046,4,6eQ5PZ0nOj4vKAX63dIQSJ,2009,jazz rap,,,,,,,,,,,,,jazz rap,04Sif7zzcEJZhYZy5BW3gZ,17343,43
305,Aim to Lose,Hotstreets,Self Titled Lp,2008-02-01,0.2326405586949869,0.16,0.00306,0.703,0.669,1.31e-05,0.129,0.8152095133277857,0.031545064377682404,0.916,0.5460800657147689,4,1sNVkFZnbsUVLRaYhNlO9h,2008,,,,,,,,,,,,,,,4epCqFIee9EiHZdLvoWaDY,303,7
306,Sunrise Full of Cheer,Brothers Beckham,Sunrise Full of Cheer,2020-03-13,0.2611083924121504,0.14,3.91e-05,0.486,0.877,0.000163,0.138,0.8782379942554962,0.04055793991416309,0.843,0.4365586721751105,4,0IkvPCjpYd7tduBr6YTXFn,2020,,,,,,,,,,,,,,,4LXoR9ZG76jXwKfDSRuNJD,160,5
307,Heart Beat - Original,Zaki Ibrahim,Every Opposite,2012-09-21,0.2741957547868297,0.05,0.0338,0.669,0.768,0.00215,0.13,0.8686817169087052,0.04763948497854077,0.182,0.5898093788504747,4,1bCUm7l2NQJmeAaxg23CP0,2012,canadian pop,,,,,,,,,,,,,canadian pop,0lN4VNRbAtvcJrvzlIxy1T,3046,25
308,Galileo,Zaki Ibrahim,The Secret Life of Planets,2018-01-31,0.2953738712502521,0.07,0.92,0.314,0.315,0.00286,0.103,0.7475371111051459,0.03208154506437768,0.0412,0.6059771447899301,3,5PWbJaTXG1wQEuejz8uWJN,2018,canadian pop,,,,,,,,,,,,,canadian pop,0lN4VNRbAtvcJrvzlIxy1T,3046,25
309,Dangerous,Zaki Ibrahim,The Secret Life of Planets,2018-01-31,0.18240511309709329,0.15,0.137,0.594,0.407,0.0289,0.104,0.8683864386760798,0.13733905579399142,0.169,0.3408470440433911,4,0H6gFlBr3NR0aReKtbXVfa,2018,canadian pop,,,,,,,,,,,,,canadian pop,0lN4VNRbAtvcJrvzlIxy1T,3046,25
310,Make It Through Somehow (Remix),Cabela and Schmitt,Make It Through Somehow (Remix),2020-04-17,0.33604200366389736,0.25,0.0895,0.479,0.641,0.0043,0.409,0.8653531259227444,0.026394849785407723,0.217,0.41077045734579976,4,61lodOHauW9JEsIJgtuxjY,2020,,,,,,,,,,,,,,,2H54cElVw72XtIIXnlcja1,79226,41
311,Hôtel amour,Ariane Moffatt,MA + MA Remix (Edition Spéciale),2012-12-03,0.2217898942433939,0.07,0.454,0.579,0.705,0.337,0.141,0.8266448339731027,0.03240343347639485,0.107,0.5605083230654007,4,2u52yIe4pfaQPKvWw5pkzq,2012,french indie folk,indie quebecois,pop quebecois,,,,,,,,,,,"french indie folk,indie quebecois,pop quebecois",5x9UA1g9OYt1wCyPb0YN8l,40516,43
312,But I Do,Poldoore,Street Bangerz Volume 6: Playhouse,2012-05-30,0.24719460823234582,0.56,0.00137,0.65,0.7,0.343,0.147,0.8929482189353878,0.037124463519313304,0.689,0.4494068758908942,4,4ox2odCf0XL0g6692URWwe,2012,chillhop,new french touch,,,,,,,,,,,,"chillhop,new french touch",3ph6BKBPsjP7Vhtd1IXhkc,38967,51
313,Paradise,16pac,Evening Songs,2018-04-11,0.18083406550168457,0.05,0.521,0.422,0.46,0.000149,0.139,0.8125251657584623,0.031545064377682404,0.103,0.7196588630378585,4,3sz4OifihiakNIGgnfMbdT,2018,commons,,,,,,,,,,,,,commons,5h6gi3hNocGhLLPKfb8774,66,3
314,Untempo,Blue Swerver,The Art of Collapsing,2008-08-08,0.23904603282276637,0.06,0.766,0.448,0.263,0.368,0.42,0.6610474324215498,0.08658798283261801,0.0362,0.3729119856973738,4,7ani1dmgf8lwBSfNMK1uVH,2008,,,,,,,,,,,,,,,7iiECM4GSEtAZ2Qpl3GDKf,85,1
315,Fragile Wings,Wicked Envy,Fragile Wings,2018-05-04,0.22289837127211137,0.05,0.0972,0.441,0.456,0.000656,0.367,0.7546237886881593,0.03819742489270386,0.517,0.5943707569278345,4,5UbSYfDl1mtEo96tOiJQJJ,2018,,,,,,,,,,,,,,,3icOFnVtfltDWLTDV8Cx79,19,1
316,All We Have Is Now,Emelie Levin,All We Have Is Now,2020-04-23,0.18457834859487138,0.1,0.215,0.608,0.87,0.00763,0.171,0.8876600542238209,0.032188841201716736,0.521,0.6036819598463434,4,1l8qTEY8zEVoJdgiqfHndQ,2020,,,,,,,,,,,,,,,6sNAH80adFldiG0tD4wsnr,48,3
