,name,artist,album,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,spotify_id,release_date_year,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8,genre9,genre10,10,11,12,genres_together,artist_id,artist_followers,artist_popularity
90,Atmosphere,Pim Miles,Ambient Fields,2019-07-07,0.14815373702017118,0.38,0.977,0.416,0.027,0.93,0.0807,0.4064102219955439,0.03508583690987124,0.121,0.8493827160493826,3,4gTJVBAK2tM3andT4iBCbv,2019,atmosphere,background music,focus,,,,,,,,,,,"atmosphere,background music,focus",3z6OaFpSGrLQmmDtvL0Zyr,1851,58
91,The Flow - Ambient Version,Toledo Rains,The Flow,2019-02-28,0.14160159417612375,0.56,0.847,0.44,0.0855,0.848,0.0729,0.36426596515716847,0.043669527896995707,0.0395,0.676204972095383,4,1npBONsS8I6x9PUwBVvGKl,2019,background music,,,,,,,,,,,,,background music,76uaa6flgNHI5elCp0ssBF,729,50
92,Stelle Cadenti,Callisto Mazzi,Stelle Cadenti,2019-08-04,0.19854008216268662,0.52,0.987,0.0947,0.0192,0.933,0.107,0.1743483746275467,0.04023605150214592,0.0383,0.3461235534294895,4,2pG52ugtKo9cMmlRlaMkdu,2019,,,,,,,,,,,,,,,0m0GtPOIUqS9mroE1ErOBn,152,57
93,Veracity,Helene Roche,Veracity,2019-07-03,0.1182742169089286,0.58,0.991,0.486,0.00691,0.936,0.112,0.46815021608997925,0.0424892703862661,0.279,0.3190113792853519,4,3ClKFHLvLvVEyCxFXg9lEi,2019,background piano,,,,,,,,,,,,,background piano,35rUAUQHv5PFbWv1L6CMrq,195,46
94,Sintra,Algy Lacey,Sintra,2019-07-02,0.19655159283636142,0.47,0.979,0.311,0.0146,0.911,0.158,0.3863044587013126,0.03841201716738197,0.123,0.30211398613225093,4,5JlzdloHUjgYWByeCgtFSx,2019,background music,,,,,,,,,,,,,background music,4FOaoaFSozNtPQFy8O8t48,110,43
95,October,Regina Mira,October,2018-10-19,0.062124073272305985,0.61,0.996,0.493,0.01,0.962,0.115,0.3303894988323088,0.051931330472103,0.349,0.33567683795994296,3,7x8ILiGyZAFW3F0rPUPYxm,2018,background music,focus,,,,,,,,,,,,"background music,focus",5TxyXnLkmonAVNpdgJ7z4C,2332,55
96,Hiraeth,Chieloka,Hiraeth,2019-06-14,0.16398831727263882,0.55,0.989,0.0926,0.00624,0.867,0.106,0.1385391780527743,0.04227467811158798,0.0646,0.355681186731415,4,5DNpEwASbbGXz9wbr0ex6v,2019,background music,,,,,,,,,,,,,background music,3IBhxjT8AiBiz7DpMUEjEj,204,53
97,Lato,Aleksy Wysocki,Lato,2019-06-22,0.08783340690273748,0.59,0.996,0.0,0.0421,0.967,0.0996,0.3426032802727297,0.0,0.0,0.0,0,4Dud0QWbw1Xp3z7tqpg1NA,2019,background piano,,,,,,,,,,,,,background piano,3GXTl6tHXIzPcthbBCEskf,399,47
98,Éjszakai,Vas Bela,Éjszakai,2019-06-22,0.12309030985176588,0.66,0.987,0.201,0.00272,0.879,0.116,0.10007247738437176,0.043991416309012876,0.0992,0.32963687758208304,4,2qHGPanT2ux9hwZDbmPr8t,2019,background music,,,,,,,,,,,,,background music,3cImBo0rZ6vxsXJnyxORzK,340,59
99,Letter from Daughter,Marnie Jacobs,Letter from Daughter,2019-01-18,0.15411638444691086,0.41,0.989,0.319,0.0726,0.918,0.122,0.4172818296513032,0.04324034334763949,0.257,0.4458022275373873,4,5y4ERbPcucZ2Y4u5cm27yD,2019,background music,,,,,,,,,,,,,background music,5OAvt6Ho00p19P7pL6oTAQ,147,28
100,Asteroid,Saddest Girl In The World,Tomorrow EP,2019-08-13,0.15923004565063795,0.44,0.995,0.5,0.032,0.945,0.119,0.3608568437441279,0.06351931330472103,0.363,0.4698074460631538,3,5Enc5JAvGziRBT7YQqdgXO,2019,background piano,,,,,,,,,,,,,background piano,08g585oJkNJi7zMacm8LA6,813,42
101,Hopes,Saddest Girl In The World,Tomorrow EP,2019-08-13,0.16816978596239357,0.4,0.995,0.426,0.0129,0.956,0.119,0.421523098810834,0.1009656652360515,0.0349,0.38360029958203473,4,6a8ivfHLQD3Pb3ywmDU5Uk,2019,background piano,,,,,,,,,,,,,background piano,08g585oJkNJi7zMacm8LA6,813,42
102,Remembrance,Saddest Girl In The World,Tomorrow EP,2019-08-13,0.22546930463515452,0.46,0.992,0.438,0.00992,0.942,0.124,0.34767669717875066,0.05203862660944206,0.166,0.37649730617767146,3,2CDgAaOd5OPBZg52RRSK3S,2019,background piano,,,,,,,,,,,,,background piano,08g585oJkNJi7zMacm8LA6,813,42
103,Blessing in the Skies,Gemine,Blessing in the Skies,2019-03-11,0.09761367178079797,0.44,0.976,0.581,0.184,0.888,0.11,0.45564115641693287,0.04291845493562232,0.163,0.5443647169674567,3,3naL43iI8vdrwwxA7wFdTL,2019,background music,,,,,,,,,,,,,background music,5w2xbgzp4LNrCqUdKn6rlC,761,42
104,Après la pluie,Laetitia Dostie,Après la pluie,2019-07-13,0.12414801694023674,0.46,0.987,0.199,0.0574,0.934,0.0953,0.3559981746436528,0.046244635193133043,0.21,0.8188011886642024,4,4S5eUtV1PLv6hJI8EcWmBU,2019,background piano,,,,,,,,,,,,,background piano,5s6PaKcOZ8NA318EJoA86v,310,51
105,Enlightenment,Yonder Dale,After The Rain Has Fallen,2019-01-04,0.150264920368759,0.0,0.943,0.379,0.12,0.88,0.112,0.4815451104609025,0.04603004291845493,0.108,0.328395061728395,4,5Msu8YDbMCzgcubZ70SmAQ,2019,background music,calming instrumental,focus,,,,,,,,,,,"background music,calming instrumental,focus",4EEGhKKHmkHT31LAlDnXfb,2810,60
106,Benevolent,Yonder Dale,These Steady Hands,2019-02-15,0.17450756683651092,0.54,0.911,0.121,0.194,0.854,0.11,0.5826107964459237,0.03819742489270386,0.257,0.4046628494117078,4,6PySB4GoTTMKXhH4Ksaugj,2019,background music,calming instrumental,focus,,,,,,,,,,,"background music,calming instrumental,focus",4EEGhKKHmkHT31LAlDnXfb,2810,60
107,Closer Still,Yonder Dale,After The Rain Has Fallen,2019-01-04,0.1324333891332584,0.0,0.775,0.219,0.134,0.913,0.0841,0.4890881271307009,0.03454935622317596,0.0366,0.3235292696479911,3,6vAnTETYw4spEU2Y8ijQWr,2019,background music,calming instrumental,focus,,,,,,,,,,,"background music,calming instrumental,focus",4EEGhKKHmkHT31LAlDnXfb,2810,60
108,Tiens-toi à moi,Orlene de Brisay,Tiens-toi à moi,2019-08-10,0.08201460764002984,0.41,0.993,0.434,0.0507,0.936,0.0918,0.3952701795828523,0.041952789699570815,0.263,0.3446932908120122,4,0g0NGAc4Ryaa3BBa7tZvft,2019,background piano,,,,,,,,,,,,,background piano,0j1bGzjDxr3eqhdWsmkVMN,83,41
109,O darkest night,Zara Mazure,O darkest night,2019-07-05,0.2230422194361434,0.46,0.97,0.102,0.0647,0.958,0.102,0.33997261965479286,0.04935622317596566,0.102,0.40301031625232536,3,529OV81Dqr98MG2TwH4hbq,2019,background music,,,,,,,,,,,,,background music,0qC06w5AZgtEhJLvt9CiE1,153,52
110,Will you be there when I wake up,Gemma Casimaty,Will you be there when I wake up,2019-08-24,0.14018849750592668,0.71,0.944,0.187,0.0911,0.921,0.104,0.2709848871231847,0.052467811158798276,0.359,0.320272523012249,4,0MrDqmqbP0xS9sGedtiuAC,2019,,,,,,,,,,,,,,,4i2qe6NHlNFfwcQpi6dpFC,332,61
111,Sidereus,Alma Grøtte,Sidereus,2019-06-29,0.2013606343986089,0.53,0.994,0.199,0.00966,0.909,0.124,0.12573484014710218,0.04291845493562232,0.109,0.3164504360851393,4,1jp80qB36x0WCV1zPHRq31,2019,,,,,,,,,,,,,,,7uLS5Q5tx0Chuaihp53VEE,128,51
112,Postojna Cave,Goran Sveic,Postojna Cave,2019-08-22,0.08092305392472793,0.46,0.995,0.343,0.00847,0.924,0.139,0.27246127828631245,0.05171673819742489,0.285,0.3304438162885651,4,2wmDt99ctDHWmv90eCUmha,2019,background music,,,,,,,,,,,,,background music,6IKG997m7bF9OUAGkkdFtL,71,32
113,Solitaire,Auguste Léon,Solitaire,2019-02-01,0.16936005900595277,0.43,0.995,0.324,0.00727,0.947,0.093,0.28319866856360554,0.04560085836909871,0.195,0.3549177357396535,1,4YMvriirsclBSASn6serSA,2019,background music,,,,,,,,,,,,,background music,5bGNRY7ynJDYPD22BWT05Q,91,39
114,Pajala Sunrise,The Lay-Backs,Pajala Sunrise,2019-07-08,0.1648669192941286,0.42,0.993,0.128,0.00378,0.945,0.0869,0.04498966526185816,0.0380901287553648,0.126,0.400386557464183,4,3Rvh3RrMpDaBK0iBU6aS8A,2019,,,,,,,,,,,,,,,3hcHU2Pwf2YPgQXqdEi83C,117,50
115,Beloved,Mark Mintuny,Beloved,2019-08-09,0.09753469631819214,0.6,0.993,0.301,0.0114,0.901,0.108,0.3738490859796526,0.046244635193133043,0.652,0.39337053948926093,4,3OLeQWqsXLKFbboNufjc8Z,2019,,,,,,,,,,,,,,,3gegJAyl43HbhzEFT1Dp8s,142,48
116,Scarlet,Antonella Schiavone,Scarlet,2019-02-10,0.052576503953709094,0.47,0.981,0.319,0.109,0.886,0.105,0.33932837623815526,0.03487124463519313,0.175,0.5734386702423232,3,2cIZnj2au400srT96TbOUO,2019,,,,,,,,,,,,,,,66UPdA7Hmxuf3JpXWWxh4s,142,34
117,Kjæreste,Alida Sørby,Kjæreste,2019-06-22,0.1115429689979001,0.62,0.996,0.46,0.018,0.965,0.119,0.3434085845435267,0.06233905579399141,0.344,0.36939431277330814,3,5b8dvbC8nIGMmagzqXbaTD,2019,background piano,,,,,,,,,,,,,background piano,47AYObaLEm9QiTcfz3u7M9,701,53
118,Pulses,Joan Sterling,Pulses,2019-06-03,0.09220244231618109,0.55,0.996,0.46,0.00559,0.968,0.105,0.16063135854830488,0.13519313304721028,0.35,0.36080307313184024,4,0g9YBXqgJJ7eRhlTxZyLj0,2019,,,,,,,,,,,,,,,60EppBmOMzamUBBmTjwCdM,199,42
119,Sea Of Tranquility,Julius Aston,Sea Of Tranquility,2018-03-27,0.15597512837038363,0.56,0.993,0.316,0.00843,0.962,0.239,0.21633157061176275,0.04957081545064377,0.263,0.34254306491749414,3,5nzGBQeLesWrD0J8Ctz75z,2018,background music,focus,,,,,,,,,,,,"background music,focus",6evK56MPQbVzQaWuGcS4Rm,3197,50
120,The Garden's Light,Trevor Kowalski,New Ambitions,2018-09-28,0.18202856937359765,0.0,0.963,0.354,0.015,0.894,0.118,0.14653853380935752,0.04184549356223176,0.0899,0.32247590055809233,4,7uLFo7WHyKjEKi5Rm6qe2o,2018,background music,calming instrumental,focus,,,,,,,,,,,"background music,calming instrumental,focus",4vPiZNfnHqzN52FOn38BEv,4889,53
121,Endymion,Réka Ioescu,Endymion,2018-09-29,0.12341467335889694,0.64,0.996,0.391,0.00241,0.949,0.134,0.2235524655732424,0.08476394849785407,0.388,0.3246647821990288,4,3Se2ifaSm69Np4OtyaNNKa,2018,background music,,,,,,,,,,,,,background music,57Mmf69hQyTIEZxSCo4k5H,649,54
122,Pads of Redemption,Masala Roo,Pads of Redemption,2018-11-14,0.1464106357383712,0.63,0.902,0.274,0.0417,0.903,0.112,0.41333583872439805,0.03648068669527897,0.0613,0.21025343673745497,4,5I3JZ3zvxKQMdp9rEcGkiR,2018,atmosphere,,,,,,,,,,,,,atmosphere,3A81JSAePWWFgyybGr8zIE,2285,54
123,Keep Breathing,Etheral Gust,Unspoken Words,2018-01-16,0.15868285851686903,0.45,0.971,0.136,0.0132,0.8,0.101,0.12288943172361946,0.04527896995708154,0.0406,0.3449397211954289,4,4HtGSunDdFD5QgCqI4zP29,2018,atmosphere,,,,,,,,,,,,,atmosphere,3SFHOYvNfR3lK8EskFk4PV,673,33
124,Origami,Berlioz,Origami,2019-02-10,0.058288122231451696,0.6,0.995,0.388,0.00584,0.684,0.103,0.3365366547660591,0.049034334763948494,0.344,0.6643811456596845,4,5MIyzgrAUZ5TryLLF30hcY,2019,background music,background piano,calming instrumental,focus,,,,,,,,,,"background music,background piano,calming instrumental,focus",6kndrupH2JaLYqh1wBKGar,1728,58
125,Le Practicante,Freddie Hultana,Le Practicante,2017-11-17,0.15663936842194334,0.45,0.904,0.68,0.11,0.905,0.0999,0.5430435132740986,0.052789699570815446,0.447,0.45878572636563497,4,5hZI2AZbUQsmhVPDlI2Pz8,2017,chill guitar,,,,,,,,,,,,,chill guitar,2kbBom27w5NJydUVB2SonR,637,43
126,Home,Pacecamp,Pacecamp,2018-10-12,0.10128038968749692,0.48,0.987,0.467,0.173,0.933,0.111,0.6038171422435777,0.06663090128755365,0.305,0.8701456838443139,3,6xidiG4MYukn4scIc8z9ya,2018,calming instrumental,chill guitar,,,,,,,,,,,,"calming instrumental,chill guitar",1k3YN6p4gb48dCrbLgwbht,355,42
127,Holding on to Forever,Goratie,Holding on to Forever,2018-09-29,0.086399156090771,0.57,0.993,0.404,0.0661,0.965,0.113,0.44831288755268023,0.053862660944206005,0.248,0.58325239786427,4,0CYn7dOi4SC9Eyd7CUpAd2,2018,,,,,,,,,,,,,,,3WuT8leyL0ikW55vAra4rD,1680,46
128,To the Corner of Your Soul,Primer Dia,"Floating, Always",2018-09-11,0.13900245529072136,0.5,0.98,0.121,0.0445,0.782,0.103,0.5377016616111454,0.041309012875536476,0.0391,0.38750452997028334,4,7hBSOLMkM0ZptZpqcWNLhj,2018,background music,focus,,,,,,,,,,,,"background music,focus",5kXyMVyXSK2cHnjOja5hRJ,2742,59
129,Painting The Horizon,Deep Inside,Silent Shores,2014-03-04,0.11149360933377146,0.0,0.96,0.232,0.0164,0.96,0.107,0.5730008321477464,0.03669527896995708,0.0459,0.3439636635983668,1,2arnhO5us8aYdi5kYBiQPa,2014,background music,,,,,,,,,,,,,background music,192iJKiyb29yEKcKLerWdZ,419,44
130,Cloud Surfing,Francesco Minotro,Cloud Surfing,2017-02-02,0.20329976406080547,0.47,0.989,0.339,0.0428,0.928,0.127,0.46366735564920947,0.052467811158798276,0.169,0.32834191007706987,3,25gr465u7sDtAF5yAe6IuL,2017,focus,,,,,,,,,,,,,focus,2pDB64YZpvlaIx6cSTaJBJ,784,37
131,The Spring,Sebastian Winskog,Seasons,2018-06-08,0.10874498117986521,0.0,0.936,0.805,0.25,0.956,0.111,0.7308404692239551,0.054935622317596564,0.118,0.4495276750984513,4,4W9XsXdSAYJdA13jgoYXTm,2018,calming instrumental,chill guitar,,,,,,,,,,,,"calming instrumental,chill guitar",7u3qMD0XE43b26dN6FgmZb,1382,49
132,Deep Forest,Christopher Varela,Deep Forest,2017-03-31,0.059156852320115756,0.54,0.958,0.688,0.0734,0.838,0.0958,0.4971680133143639,0.07006437768240342,0.0872,0.4348964750791235,4,2Sn8YGxZe2K2dM1HBGYoxA,2017,calming instrumental,,,,,,,,,,,,,calming instrumental,2irB8SXzuA2u0rBten7TnK,696,46
133,Kebnekajse,Tranquil Cove,Ambient Hits,2017-09-29,0.13956233490955194,0.58,0.98,0.196,0.0415,0.892,0.105,0.32665825571094936,0.057081545064377674,0.0764,0.6568626029813244,4,6WkXlCEHH8wkQ5xGytORl6,2017,atmosphere,background music,,,,,,,,,,,,"atmosphere,background music",7wcYGhAdnlsglHP4ty9b26,1621,50
134,Repetetive Chattering Mind,Eleanor Arroway,Findings Inside,2018-01-25,0.18157163991137826,0.52,0.459,0.154,0.226,0.787,0.109,0.5225619413201621,0.03862660944206008,0.0372,0.34173129424270976,4,6l8Xxuu9DMIEzZqfvedNZA,2018,background music,,,,,,,,,,,,,background music,3x2VCXXsd5bySXXdbhLZPJ,1051,59
135,Capri Interlude - For Guitar,Henrik Janson,Capri Interlude (For Guitar),2018-08-26,0.05445640201895129,0.45,0.942,0.849,0.187,0.881,0.0861,0.6902799774514803,0.06888412017167381,0.218,0.5797830446232273,4,0FBYcMoBev2Qi6EDz3bDTq,2018,calming instrumental,chill guitar,,,,,,,,,,,,"calming instrumental,chill guitar",5kIhxGyX6VtcsLk88dwYED,5486,57
136,Celandine,Francesca Caroléo,Lunaria,2019-06-14,0.1534112463879303,0.63,0.991,0.136,0.0152,0.911,0.0574,0.20374198051163664,0.05300429184549356,0.0376,0.34285231088884055,4,5ptMWCoMxUP5phRKZ5MyBx,2019,,,,,,,,,,,,,,,2odGPzJOIq98kgGB8N93Ke,697,52
137,Near Dawn,S.A. Karl,Near Dawn,2019-08-09,0.14483535731460861,0.52,0.961,0.139,0.07,0.955,0.0996,0.43430059324081277,0.042381974248927035,0.0397,0.35814549056558187,5,2j8g4uNaY4vIyDlKz5qVOj,2019,background music,background piano,calming instrumental,focus,,,,,,,,,,"background music,background piano,calming instrumental,focus",5wvtkvwPR6pF2h7H6f08tM,1061,59
138,Cassiopeia,S.A. Karl,Cassiopeia,2019-02-15,0.14682948774540566,0.46,0.995,0.34,0.021,0.936,0.102,0.2651598528977532,0.06158798283261802,0.379,0.8055084438646083,3,3MsVmtQmjTnEtOzr2w8tLY,2019,background music,background piano,calming instrumental,focus,,,,,,,,,,"background music,background piano,calming instrumental,focus",5wvtkvwPR6pF2h7H6f08tM,1061,59
139,Wren,S.A. Karl,Near Dawn,2019-08-09,0.21348477818472078,0.63,0.971,0.127,0.0815,0.956,0.105,0.479988188870695,0.04302575107296137,0.0535,0.36295329902635837,4,2BNIB51vC5Xf4s14N57VTH,2019,background music,background piano,calming instrumental,focus,,,,,,,,,,"background music,background piano,calming instrumental,focus",5wvtkvwPR6pF2h7H6f08tM,1061,59
140,Gloaming,Cecelya,Gloaming,2019-06-07,0.09992652461425422,0.51,0.909,0.223,0.119,0.92,0.146,0.53823853112501,0.03583690987124463,0.185,0.32759778695851755,4,6oMUXEiKVDyaXdcJ2YVnuj,2019,background music,,,,,,,,,,,,,background music,03aCAywaPegfs9yvJ66eCp,480,47
141,Sumire,Josephe Cressac,Sumire,2019-07-05,0.14565472773914404,0.42,0.989,0.181,0.0149,0.929,0.0699,0.2837355380774702,0.03658798283261802,0.12,0.4064603416201589,4,7j5U7NtYQbqbgTuEmznPnh,2019,,,,,,,,,,,,,,,2sEVgwrqZxHDJIfV62TXbW,160,33
142,Between Moments,Rand Aldo,Tomorrow Will Save Us,2018-12-07,0.07302550766414556,0.0,0.973,0.207,0.0065,0.946,0.112,0.3136123265240383,0.04045064377682403,0.235,0.3503225338841777,4,4dnjEaI4F2OigWbi95JIDm,2018,background music,calming instrumental,focus,,,,,,,,,,,"background music,calming instrumental,focus",28COj84KB3mitRVXZkNW4N,3353,60
143,Color of Silence,Forrest Stuart,Color of Silence,2019-09-13,0.18345858935721024,0.35,0.994,0.368,0.0239,0.935,0.109,0.40710815236356795,0.04066523605150215,0.346,0.3707569278345534,3,34YhwhW4HjMI6uRhhbyVrQ,2019,,,,,,,,,,,,,,,2ppvzyo7XkPAB0m4sjCQn3,39,22
144,Aurora,Luiza Castro Sousa,Aurora,2019-02-10,0.0056848230315013374,0.37,0.995,0.465,0.0264,0.92,0.108,0.479182884599898,0.08465665236051502,0.286,0.3796864052571815,5,3b3BMZSZBIdQaMsN8NvrN7,2019,,,,,,,,,,,,,,,6eSpBZA1P8knU85wQ7ruzL,124,29
145,The Piano Inside,Milo Edale,The Piano Inside,2019-07-08,0.17861288061589578,0.49,0.989,0.361,0.033,0.931,0.107,0.33428180280782754,0.07628755364806866,0.207,0.31749414123843345,4,0BtymruMtXTo6vdk4LH4aB,2019,background music,,,,,,,,,,,,,background music,6ht27sA8oqmvcG4a2gcCsk,1129,46
146,Tomorrow,Yitzhak Benjamin,Tomorrow,2019-04-04,0.08903073132688649,0.4,0.994,0.379,0.00407,0.949,0.0955,0.2852924596676778,0.05783261802575107,0.289,0.35055446836268755,4,0chU7op8uDIMglaRSATL0b,2019,,,,,,,,,,,,,,,4I9Uarr9FJIWY02W2CzT4L,41,33
147,Til Mathilde,Tine Mydland,Til Mathilde,2019-08-16,0.26905388806074343,0.53,0.994,0.342,0.0322,0.912,0.076,0.26725364400182533,0.0407725321888412,0.24,0.3151844603899398,4,74hynqEUgqRntXOfiqAkd9,2019,,,,,,,,,,,,,,,2EvTWBcDR6yBKnXj4aCgQp,403,56
148,Nights Clouds Interlude,Avaldi,Frameworks,2019-05-02,0.2728856082732438,0.35,0.993,0.47,0.226,0.916,0.122,0.45314471317746224,0.03315450643776824,0.31,0.7110048078084606,3,4u1JMOqGHRisSKYDgZV6hY,2019,,,,,,,,,,,,,,,3eVHpUdXpbXGJW1A4assdx,72,28
149,Newborn Soul,Tejal Yann,Newborn Soul,2019-01-18,0.2990857179927258,0.57,0.913,0.108,0.0718,0.869,0.0949,0.21206345797653878,0.04141630901287554,0.173,0.33975501920707396,4,61I4iLWIWmmx7knqM6f5HL,2019,background music,,,,,,,,,,,,,background music,6eGKvCZdc06HkiwZKFlcBY,2191,62
150,Psalm #1,René Sturgess,Psalm #1,2019-08-22,0.0633284490770448,0.41,0.994,0.571,0.067,0.954,0.109,0.26306606179368097,0.06738197424892703,0.16,0.2990650141335073,4,2M3TYW4G60raCQnznf0e1o,2019,,,,,,,,,,,,,,,5gEyAqENfIITIqk0dUaPUm,124,39
151,White Clouds,Night Sounds,White Clouds,2019-09-09,0.16208303423727333,0.49,0.826,0.149,0.223,0.806,0.108,0.6294795050063082,0.03819742489270386,0.223,0.8355874465463506,4,0oc8j70828V2wJgp7PIWEk,2019,sound,,,,,,,,,,,,,sound,4CYNhcZ979Y9z1HXCPT0jd,338,57
152,When All Else Fades,Sam Eber,When All Else Fades,2017-04-26,0.17417192112043617,0.01,0.987,0.368,0.0976,0.916,0.105,0.46989504201003945,0.04345493562231759,0.0627,0.3097050083351453,3,7nuA77podGZnir7pOxShs3,2017,focus,,,,,,,,,,,,,focus,5KzipUgM2we3eTM3n2VrLk,1462,41
153,New Endings,Bon Vie,New Endings,2018-09-07,0.17469513356019975,0.61,0.989,0.226,0.0315,0.964,0.124,0.302848092771052,0.03648068669527897,0.0381,0.44448310019086273,4,2IAZza3wdiTYT8QtO0hbLv,2018,background music,focus,,,,,,,,,,,,"background music,focus",5HNWBc46bpwk0Aa5klthkQ,2036,49
154,Travels,Christy Matterhorn,Travels,2018-02-21,0.11680752974624901,0.46,0.97,0.796,0.128,0.871,0.105,0.6512227203178267,0.06437768240343347,0.079,0.41591167161943415,4,3sTB8tWNFTLl6tGLwsqSWc,2018,chill guitar,,,,,,,,,,,,,chill guitar,7qb1HybcRVfPt0sPU90iAL,326,33
155,Time Travel,Antologie,Time Travel,2018-12-14,0.16912454289425327,0.64,0.696,0.12,0.0585,0.939,0.11,0.30263334496550603,0.04109442060085837,0.0397,0.3800922905945737,5,1aa3A3F6b5FZFtXAhtrybK,2018,background music,focus,,,,,,,,,,,,"background music,focus",6T31mMEmlR4YDtVTQtpPyc,3730,53
156,Adumbration,Adumbration,Adumbration,2018-11-08,0.23354595596271793,0.56,0.852,0.284,0.179,0.941,0.115,0.5828255442514697,0.042060085836909865,0.0357,0.6275518832596457,4,7EOou80jtKNv4t6P5ZYp1h,2018,background music,,,,,,,,,,,,,background music,5VWWftIdcTzXDWTicX5l0c,135,44
157,Transcendence,Amber Virena,Transcendence,2017-06-22,0.23866948909927074,0.56,0.945,0.164,0.0105,0.802,0.0992,0.0,0.046781115879828326,0.0887,0.6257543910511946,4,4E1jg7m6rq4ofqfoKQ16LN,2017,background music,,,,,,,,,,,,,background music,5OtQEaDqWy4oDqhgPAETSA,1231,45
158,Ambre,Nils Frahm,Wintermusik,2009-12-04,0.22976218513822821,0.0,0.992,0.391,0.0576,0.947,0.117,0.3573403484283144,0.03669527896995708,0.359,0.7033847937957526,3,0suQ6B8Bsp0tFuCXx652Az,2009,compositional ambient,electronica,neo-classical,neoclassical darkwave,,,,,,,,,,"compositional ambient,electronica,neo-classical,neoclassical darkwave",5gqhueRUZEa7VDnQt4HODp,426509,65
159,While You Were Sleeping,Vincent & A Secret,P.S. I'm Still Here,2016-07-07,0.05762106162765608,0.0,0.95,0.187,0.0246,0.93,0.105,0.22983383888545883,0.0509656652360515,0.0426,0.38270155347780915,4,6qX3f7gWEPGK3TVSoCLT4j,2016,focus,,,,,,,,,,,,,focus,56GQPPkhPG3G9LgFEo7Ae6,2185,44
160,Moving Silence,Spirits Of Our Dreams,Dream Helpers,2015-11-15,0.08512285620401619,0.0,0.969,0.328,0.0746,0.862,0.117,0.41494644726599195,0.034656652360515024,0.0395,0.3579377159285835,3,08Mk6wrJu3giNbV2oy6Vv8,2015,atmosphere,background music,focus,,,,,,,,,,,"atmosphere,background music,focus",2RmEoDzAVo3AKLolGZ1Uss,3179,55
161,Serenade For Strings,Auguste Henrique,Serenade For Strings,2018-10-09,0.09702981746796205,0.49,0.958,0.475,0.128,0.914,0.101,0.5716586583630848,0.03658798283261802,0.154,0.560648450146167,4,3nJuP6wP2C3KagblFUjsBS,2018,calming instrumental,chill guitar,,,,,,,,,,,,"calming instrumental,chill guitar",4vhZAxV71kt6sNrFiGOBgL,779,47
162,Pieces of Infinity,Steven Goldmund,Observer,2018-09-14,0.1975655813651755,0.47,0.818,0.158,0.0417,0.692,0.105,0.36960781682012184,0.04688841201716738,0.0708,0.6435263704670098,4,6sm1OOgdN0TyISneqeBvgX,2018,background music,,,,,,,,,,,,,background music,3dwkO7z23scCJppeqHGTy3,3545,58
163,Aware of Everything,Steven Goldmund,Observer,2018-09-14,0.2621280220454363,0.57,0.922,0.136,0.0257,0.97,0.073,0.3092905269374278,0.03798283261802575,0.162,0.48304220724312047,4,59AyrtBjSHqBF04IonFZFU,2018,background music,,,,,,,,,,,,,background music,3dwkO7z23scCJppeqHGTy3,3545,58
164,Existence,Yonatan Awate,Existence,2019-08-10,0.15799464377130398,0.54,0.978,0.231,0.0135,0.841,0.0957,0.1898102166268488,0.041630901287553645,0.0518,0.34499287284675406,4,4NXePPSrZCdPxNhxVID0jk,2019,,,,,,,,,,,,,,,6ptntg50Xz0ACYkxCIOHz0,278,57
165,Equanimity,Melanie Adler,Equanimity,2019-06-30,0.088721880857053,0.5,0.977,0.292,0.0189,0.891,0.111,0.3527232706090784,0.03562231759656652,0.0502,0.3438525283274142,1,5Jq46as1MfI6dYJHgsWr8G,2019,background music,,,,,,,,,,,,,background music,551CfpY5WmasLWB8Ir0EKx,267,48
166,Magnolia,Snow in April,Magnolia,2019-07-19,0.11802318775993152,0.62,0.993,0.332,0.0219,0.922,0.104,0.4540573913510321,0.04570815450643777,0.283,0.8087313667222343,3,3qKSYY6Sds4jltPME6UFMm,2019,background piano,,,,,,,,,,,,,background piano,2TSiP8ixCub5bSJnkiwcYv,454,49
167,Stella's lullaby,Wendy Salisbury,Stella's lullaby,2019-08-10,0.11445095835313596,0.62,0.99,0.342,0.052,0.912,0.112,0.27605830402920567,0.041309012875536476,0.337,0.3333719890797516,4,01A0U3qOAyfbSfTVP0B0N4,2019,calming instrumental,lullaby,,,,,,,,,,,,"calming instrumental,lullaby",2tP4FhLAccVfVh3vaL1Aek,58,49
168,In the Stillness,Ruben Galloway,In The Stillness,2019-05-29,0.17187881215263137,0.44,0.994,0.435,0.0139,0.958,0.075,0.2508791238289534,0.06266094420600858,0.112,0.33237660360948035,4,3chX0o1istmZdfm53dCksb,2019,background music,background piano,,,,,,,,,,,,"background music,background piano",1xmy0B8MRON38t6ujvnivX,446,52
169,Until The Mourning,Da Sein,You Know It Too,2018-04-27,0.10035383827799645,0.0,0.858,0.628,0.164,0.885,0.11,0.6070652028024588,0.06781115879828327,0.378,0.7164842598632553,3,0nMLLxoBfFJiB4hlV6ormQ,2018,chill guitar,,,,,,,,,,,,,chill guitar,5WiqOd22Q3insT1PEC9aL5,584,39
