,Track Name,Artist,Streams,date,spotify_id,year,Streamstotal,album,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,release_year,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8,genre9,genre10,genres_together,artist_id,artist_followers,artist_popularity,Period,streamstotal_weights
49079,Chasing Pavements - Operación Triunfo 2017,Aitana,20765,2018-01-08,2NVGEMT5nmKgJpRE8tUGAy,2018,106559,Chasing Pavements (Operación Triunfo 2017),2017-12-19,0.1267645360160101,0.0,0.675,0.5820000000000001,0.639,0.0,0.136,0.761542396725924,0.02178855627131489,0.387,0.16011310923301775,4,2017-01-01,latin pop,latin talent show,spanish pop,,,,,,,,"latin pop,latin talent show,spanish pop",7eLcDZDYHXZCebtQmVFL25,1135957,0.7676767676767676,NormalPeriod,0.00019175607902617144
49084,Issues - Operación Triunfo 2017,Aitana,19468,2018-01-08,65K1Am9NgJvzy3Sren1ffb,2018,1196405,Issues (Operación Triunfo 2017),2017-11-14,0.1591581266033605,0.0,0.34,0.897,0.51,0.0,0.184,0.6782197211919683,0.1568776051534672,0.37,0.3769206329033488,4,2017-01-01,latin pop,latin talent show,spanish pop,,,,,,,,"latin pop,latin talent show,spanish pop",7eLcDZDYHXZCebtQmVFL25,1135957,0.7676767676767676,NormalPeriod,0.0021529662602624523
49130,Cheap Thrills - Operación Triunfo 2017,Aitana,37065,2018-01-09,3KjjADr3pdgFKj4nNCSJHt,2018,251552,Cheap Thrills (Operación Triunfo 2017),2018-01-09,0.2074624259600016,0.0,0.28800000000000003,0.535,0.81,2.56e-06,0.418,0.7424862514388029,0.1852974611595301,0.8029999999999999,0.7959903412340344,4,2018-01-01,latin pop,latin talent show,spanish pop,,,,,,,,"latin pop,latin talent show,spanish pop",7eLcDZDYHXZCebtQmVFL25,1135957,0.7676767676767676,NormalPeriod,0.00045267528027845115
49139,Procuro Olvidarte,Aitana,80358,2018-01-16,4MzCvwR54nOrGeyBaHfsLG,2018,1944683,Procuro Olvidarte (Operación Triunfo 2017),2018-01-15,0.285979074046714,0.0,0.962,0.457,0.26,5.52e-06,0.14300000000000002,0.4357974165494309,0.02425161045850701,0.0912,0.4506703946114253,4,2018-01-01,latin pop,latin talent show,spanish pop,,,,,,,,"latin pop,latin talent show,spanish pop",7eLcDZDYHXZCebtQmVFL25,1135957,0.7676767676767676,NormalPeriod,0.003499514701046858
49191,Instruction - Operación Triunfo 2017,Aitana,55532,2018-01-23,2ZHB7QLvFfeITebjw0qETf,2018,804931,Instruction (Operación Triunfo 2017),2018-01-22,0.1642082924798195,0.0,0.0883,0.8909999999999999,0.8240000000000001,0.0,0.0672,0.6617853945517329,0.35771125426297834,0.851,0.3971722691745568,4,2018-01-01,latin pop,latin talent show,spanish pop,,,,,,,,"latin pop,latin talent show,spanish pop",7eLcDZDYHXZCebtQmVFL25,1135957,0.7676767676767676,NormalPeriod,0.0014484971935417488
49218,Valerie - Operación Triunfo 2017,Aitana,37397,2018-01-23,4JTDH72zOY0bXyr6YWFoLQ,2018,109230,Valerie (Operación Triunfo 2017),2018-01-22,0.13398519871596845,0.0,0.00932,0.79,0.887,4.74e-05,0.196,0.8410922112802149,0.11197423266388784,0.836,0.33200737116350004,4,2018-01-01,latin pop,latin talent show,spanish pop,,,,,,,,"latin pop,latin talent show,spanish pop",7eLcDZDYHXZCebtQmVFL25,1135957,0.7676767676767676,NormalPeriod,0.00019656262269755447
49222,Lo Malo - Operación Triunfo 2017,Aitana,213701,2018-01-29,0Ur4DvUsF7GedvPygHtaRv,2018,9328081,Lo Malo (Operación Triunfo 2017),2018-01-28,0.2446241252870939,0.0,0.638,0.763,0.746,0.0,0.338,0.8671185573602763,0.0867752936718454,0.966,0.25588104467179257,4,2018-01-01,latin pop,latin talent show,spanish pop,,,,,,,,"latin pop,latin talent show,spanish pop",7eLcDZDYHXZCebtQmVFL25,1135957,0.7676767676767676,NormalPeriod,0.016786158254098932
49262,Arde - Operación Triunfo 2017,Aitana,174261,2018-01-29,49jhcLhfG1EtNpeVpso7NE,2018,3544086,Arde (Operación Triunfo 2017),2018-01-28,0.2316897908747801,0.0,0.912,0.391,0.277,1.4e-05,0.32299999999999995,0.540350428443535,0.050966275104206135,0.266,0.6788841583529261,4,2018-01-01,latin pop,latin talent show,spanish pop,,,,,,,,"latin pop,latin talent show,spanish pop",7eLcDZDYHXZCebtQmVFL25,1135957,0.7676767676767676,NormalPeriod,0.006377687807614071
49302,Chandelier - Operación Triunfo 2017,Aitana,46873,2018-02-05,4I1Bq7lFajrX1Yg7fGMuc9,2018,1081754,Chandelier (Operación Triunfo 2017),2018-02-05,0.2690851946865808,0.0,0.931,0.594,0.299,0.0,0.116,0.6701624248625143,0.03164077302008336,0.238,0.1407193238863824,4,2018-01-01,latin pop,latin talent show,spanish pop,,,,,,,,"latin pop,latin talent show,spanish pop",7eLcDZDYHXZCebtQmVFL25,1135957,0.7676767676767676,NormalPeriod,0.0019466483873804845
49334,Bang Bang - Operación Triunfo 2017,Aitana,32092,2018-02-05,5mRabxurkx5pMaOznEhfJ8,2018,302796,Bang Bang (Operación Triunfo 2017),2018-02-05,0.02130471572670007,0.0,0.272,0.789,0.636,6.500000000000001e-05,0.0332,0.598605959841412,0.12372110647972714,0.863,0.6063862235495965,4,2018-01-01,latin pop,latin talent show,spanish pop,,,,,,,,"latin pop,latin talent show,spanish pop",7eLcDZDYHXZCebtQmVFL25,1135957,0.7676767676767676,NormalPeriod,0.0005448903772070741
49344,Dance Monkey,Tones And I,267051,2020-01-08,1rgnBhdG2JDFTbYkYRZAku,2020,14597091,Dance Monkey,2019-05-10,0.3164922837226169,0.7578947368421053,0.688,0.825,0.593,0.000161,0.17,0.6257833482542525,0.143236074270557,0.54,0.2753447289826524,4,2019-01-01,australian pop,pop,,,,,,,,,"australian pop,pop",2NjfBq1NflQcKSeiDooVjY,1985262,0.8383838383838383,NormalPeriod,0.012687810167414163
49406,Indeciso,Reik,225864,2020-01-08,59s0s39NFWScuHDbHytI14,2020,12730075,Indeciso,2019-08-23,0.3366365358011094,0.8315789473684211,0.182,0.738,0.748,0.0,0.11,0.7216395958562475,0.04187192118226602,0.8959999999999999,0.255461650886446,4,2019-01-01,latin,latin arena pop,latin pop,mexican pop,,,,,,,"latin,latin arena pop,latin pop,mexican pop",0vR2qb8m9WHeZ5ByCbimq2,4557323,0.8585858585858586,NormalPeriod,0.0110649974722323
49468,Aleluya,Reik,34754,2020-01-08,23CsjGOYDQiJpX44BSn9TM,2020,1019416,Ahora,2019-05-31,0.1787570682175332,0.7894736842105263,0.0478,0.81,0.716,0.0,0.0678,0.888029159739097,0.08753315649867374,0.6890000000000001,0.26232445828302725,4,2019-01-01,latin,latin arena pop,latin pop,mexican pop,,,,,,,"latin,latin arena pop,latin pop,mexican pop",0vR2qb8m9WHeZ5ByCbimq2,4557323,0.8585858585858586,NormalPeriod,0.0008860776910704111
49497,Si Me Dices Que Sí,Reik,50155,2020-02-21,56Ta1O7Jxxpjnc6cWdDKUo,2020,50155,Si Me Dices Que Sí,2020-02-18,0.32158811599263964,0.8842105263157894,0.00473,0.578,0.634,0.0,0.132,0.6527688962782965,0.5869647593785524,0.21600000000000005,0.8206329033487957,4,2020-01-01,latin,latin arena pop,latin pop,mexican pop,,,,,,,"latin,latin arena pop,latin pop,mexican pop",0vR2qb8m9WHeZ5ByCbimq2,4557323,0.8585858585858586,NormalPeriod,4.3594790150082465e-05
49498,Me Niego (feat. Ozuna & Wisin),Reik,59155,2019-01-08,6jA8JUuPCGYjFcgw0AoM5T,2019,5912663,Me Niego (feat. Ozuna & Wisin),2018-02-16,0.3484560729587793,0.08421052631578947,0.0543,0.777,0.779,0.0,0.636,0.7506074945645224,0.14020462296324362,0.768,0.2495774289890068,4,2018-01-01,latin,latin arena pop,latin pop,mexican pop,,,,,,,"latin,latin arena pop,latin pop,mexican pop",0vR2qb8m9WHeZ5ByCbimq2,4557323,0.8585858585858586,NormalPeriod,0.006992620150161175
49581,Amigos Con Derechos,Reik,57938,2019-01-08,2zDj4WjbNDmrRL6Z4YjjCA,2019,2667225,Amigos Con Derechos,2018-08-31,0.3640981558835776,0.07368421052631577,0.0481,0.6859999999999999,0.807,0.0,0.0652,0.8225476403632178,0.07218643425539976,0.63,0.8211476139035393,4,2018-01-01,latin,latin arena pop,latin pop,mexican pop,,,,,,,"latin,latin arena pop,latin pop,mexican pop",0vR2qb8m9WHeZ5ByCbimq2,4557323,0.8585858585858586,NormalPeriod,0.0031543978204091184
49640,Vete,Bad Bunny,225307,2020-01-08,5DxXgozhkPLgrbKFY91w0c,2020,10200565,Vete,2019-11-21,0.26886492149409696,0.8526315789473684,0.0363,0.8859999999999999,0.672,8.78e-06,0.101,0.7541245683591252,0.3122394846532777,0.526,0.23656986719196801,4,2019-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,NormalPeriod,0.00886634414489634
49692,Callaita,Bad Bunny,91217,2020-01-08,2TH65lNHgvLxCKXM3apjxI,2020,4723304,Callaita,2019-05-31,0.42603521684821294,0.8842105263157894,0.6,0.61,0.624,2.12e-06,0.243,0.7298887325744979,0.5414929897688517,0.244,0.7715701849145327,4,2019-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,NormalPeriod,0.004105501878078858
49754,Ignorantes,Bad Bunny,316167,2020-02-14,3wYRLYuO1M88d8woWUIxct,2020,4741832,Ignorantes,2020-02-14,0.31878097591769305,0.8526315789473684,0.267,0.85,0.536,3.89e-05,0.0996,0.7050773756234813,0.06953391436150058,0.505,0.26232445828302725,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,NormalPeriod,0.004121606439376848
49769,La Difícil,Bad Bunny,517415,2020-02-29,6NfrH0ANGmgBXyxgV2PeXt,2020,4874588,YHLQMDLG,2020-02-28,0.19112460209796786,0.8947368421052632,0.0861,0.685,0.848,7.14e-06,0.0783,0.7434454533827856,0.11860553239863585,0.7609999999999999,0.7950880091504099,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,NormalPeriod,0.004236998124376636
49779,Ignorantes,Bad Bunny,476545,2020-02-29,38RIEav39FGi86jppxO0du,2020,3873176,YHLQMDLG,2020-02-28,0.31878097591769305,0.8421052631578947,0.267,0.85,0.536,3.89e-05,0.0996,0.7050773756234813,0.06953391436150058,0.505,0.26232445828302725,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,NormalPeriod,0.0033665695331340007
49789,La Santa,Bad Bunny,417397,2020-02-29,69vlMrzHwATKzupwNcUPyK,2020,3410668,YHLQMDLG,2020-02-28,0.30753629806723703,0.8842105263157894,0.0326,0.7440000000000001,0.868,0.0,0.0822,0.7458114848446092,0.04509283819628647,0.586,0.24331194001397985,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,NormalPeriod,0.002964556987969324
49799,Si Veo a Tu Mamá,Bad Bunny,331301,2020-02-29,41wtwzCZkXwpnakmwJ239F,2020,2729755,YHLQMDLG,2020-02-28,0.2123111224530912,0.8947368421052632,0.402,0.9,0.603,4.81e-06,0.134,0.6953574625911243,0.07843880257673362,0.8240000000000001,0.4777340026688695,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,NormalPeriod,0.0023727065374566517
49809,Vete,Bad Bunny,317318,2020-02-29,2n7ohqg1s68ToAHh4u9mcW,2020,2391822,YHLQMDLG,2020-02-28,0.26886492149409696,0.8105263157894737,0.0363,0.8859999999999999,0.672,8.78e-06,0.101,0.7541245683591252,0.3122394846532777,0.526,0.23656986719196801,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,NormalPeriod,0.0020789747416279643
49819,Pero Ya No,Bad Bunny,297275,2020-02-29,75pQqzwgCjUOSSy5CpmAjy,2020,2026081,YHLQMDLG,2020-02-28,0.18455401394168133,0.8105263157894737,0.0475,0.882,0.612,5.07e-06,0.182,0.6448394935413736,0.17961348995831752,0.742,0.5924572663150537,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,NormalPeriod,0.0017610721966318259
49829,Está Cabrón Ser Yo,Bad Bunny,287961,2020-02-29,4saHEjXw7O1NXJOzBkUKKG,2020,2128912,YHLQMDLG,2020-02-28,0.3653418935435778,0.7894736842105263,0.0732,0.81,0.8540000000000001,0.0,0.123,0.7793835528840005,0.4372868510799545,0.879,0.6312257736544449,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,NormalPeriod,0.0018504530333564421
49839,Yo Perreo Sola,Bad Bunny,259478,2020-02-29,0SqqAgdovOE24BzxIClpjw,2020,1821325,YHLQMDLG,2020-02-28,0.2154164372154245,0.9368421052631579,0.021,0.86,0.758,6.54e-05,0.344,0.7051413224197468,0.08772262220538084,0.453,0.2685835928067611,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,NormalPeriod,0.0015830980195414006
49849,Bichiyal,Bad Bunny,229233,2020-02-29,4j4w4CXm6BSr0s25wAWrrX,2020,1546216,YHLQMDLG,2020-02-28,0.2808886142935812,0.8315789473684211,0.31,0.737,0.7659999999999999,6.63e-06,0.114,0.7638444813914822,0.042819249715801436,0.662,0.24915168075236704,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,NormalPeriod,0.0013439729248669106
49859,Que Malo,Bad Bunny,220987,2020-02-29,53v2u51nq3CxiKUNphRzP1,2020,1496270,YHLQMDLG,2020-02-28,0.20426309215209595,0.7789473684210526,0.0832,0.802,0.787,0.0,0.153,0.639851643432664,0.06953391436150058,0.446,0.2495964923428861,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,NormalPeriod,0.0013005597977841469
49869,Soliá,Bad Bunny,220884,2020-02-29,7sOfmPd18RWp3FoCzpa7Kw,2020,1450563,YHLQMDLG,2020-02-28,0.18091144749036306,0.8,0.117,0.71,0.81,0.000132,0.154,0.6829517841156159,0.1178476695718075,0.184,0.23698290652602144,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,NormalPeriod,0.0012608312149232194
